               epoch,      train/box_loss,      train/obj_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,               x/lr0,               x/lr1,               x/lr2
45,0.084235,0.085,0.37856,0.42439,0.34694,0.09206,0.095102,0.096443,0.016478,0.0074784,0.0074784
46,0.086955,0.075295,0.37856,0.42439,0.34694,0.09206,0.095102,0.096443,0.014606,0.0076059,0.0076059
47,0.086945,0.0666,0.21343,0.34634,0.17666,0.042159,0.089479,0.095901,0.012732,0.0077319,0.0077319
48,0.089363,0.070598,0.21343,0.34634,0.17666,0.042159,0.089479,0.095901,0.010856,0.0078562,0.0078562
49,0.087434,0.069759,0.24774,0.52683,0.26921,0.079146,0.088664,0.088417,0.008979,0.007979,0.007979
50,0.082898,0.067166,0.24774,0.52683,0.26921,0.079146,0.088664,0.088417,0.00802,0.00802,0.00802
51,0.083563,0.06587,0.21604,0.51707,0.29492,0.092977,0.082791,0.092476,0.00802,0.00802,0.00802
52,0.085609,0.059399,0.21604,0.51707,0.29492,0.092977,0.082791,0.092476,0.0079804,0.0079804,0.0079804
53,0.084112,0.068246,0.22007,0.49756,0.1948,0.054455,0.099684,0.092712,0.0079408,0.0079408,0.0079408
54,0.092352,0.075215,0.22007,0.49756,0.1948,0.054455,0.099684,0.092712,0.0079012,0.0079012,0.0079012
55,0.090549,0.061695,0.28519,0.54146,0.30971,0.091971,0.07956,0.088028,0.0078616,0.0078616,0.0078616
56,0.079001,0.069384,0.28519,0.54146,0.30971,0.091971,0.07956,0.088028,0.007822,0.007822,0.007822
57,0.079758,0.070102,0.53592,0.53171,0.5552,0.18798,0.080739,0.090202,0.0077824,0.0077824,0.0077824
58,0.07822,0.073143,0.53592,0.53171,0.5552,0.18798,0.080739,0.090202,0.0077428,0.0077428,0.0077428
59,0.077761,0.066026,0.28621,0.60832,0.30342,0.10449,0.082405,0.095306,0.0077032,0.0077032,0.0077032
60,0.081664,0.06503,0.28621,0.60832,0.30342,0.10449,0.082405,0.095306,0.0076636,0.0076636,0.0076636
61,0.081847,0.084864,0.3916,0.58537,0.3882,0.12088,0.082236,0.10382,0.007624,0.007624,0.007624
62,0.077583,0.07736,0.3916,0.58537,0.3882,0.12088,0.082236,0.10382,0.0075844,0.0075844,0.0075844
63,0.077664,0.068507,0.32666,0.68392,0.35902,0.13509,0.072586,0.088623,0.0075448,0.0075448,0.0075448
64,0.072051,0.066594,0.32666,0.68392,0.35902,0.13509,0.072586,0.088623,0.0075052,0.0075052,0.0075052
65,0.070377,0.067768,0.33239,0.65366,0.33159,0.13265,0.083831,0.089508,0.0074656,0.0074656,0.0074656
66,0.078926,0.063615,0.33239,0.65366,0.33159,0.13265,0.083831,0.089508,0.007426,0.007426,0.007426
67,0.083654,0.066191,0.59647,0.65854,0.59597,0.23621,0.069129,0.091148,0.0073864,0.0073864,0.0073864
68,0.070454,0.073417,0.59647,0.65854,0.59597,0.23621,0.069129,0.091148,0.0073468,0.0073468,0.0073468
69,0.069987,0.079973,0.29615,0.60488,0.3789,0.16757,0.080405,0.098465,0.0073072,0.0073072,0.0073072
70,0.077661,0.063589,0.29615,0.60488,0.3789,0.16757,0.080405,0.098465,0.0072676,0.0072676,0.0072676
71,0.074432,0.066175,0.49102,0.69649,0.57038,0.2293,0.065373,0.091469,0.007228,0.007228,0.007228
72,0.066262,0.061872,0.49102,0.69649,0.57038,0.2293,0.065373,0.091469,0.0071884,0.0071884,0.0071884
73,0.069266,0.060186,0.30194,0.61951,0.32777,0.12328,0.083011,0.089706,0.0071488,0.0071488,0.0071488
74,0.078618,0.066133,0.30194,0.61951,0.32777,0.12328,0.083011,0.089706,0.0071092,0.0071092,0.0071092
75,0.078333,0.067662,0.5249,0.70244,0.57995,0.22101,0.065468,0.086555,0.0070696,0.0070696,0.0070696
76,0.063783,0.081302,0.5249,0.70244,0.57995,0.22101,0.065468,0.086555,0.00703,0.00703,0.00703
77,0.067342,0.063448,0.44197,0.6259,0.50928,0.20639,0.074647,0.087906,0.0069904,0.0069904,0.0069904
78,0.072373,0.079515,0.44197,0.6259,0.50928,0.20639,0.074647,0.087906,0.0069508,0.0069508,0.0069508
79,0.073866,0.055698,0.5258,0.66829,0.60067,0.26096,0.06297,0.086746,0.0069112,0.0069112,0.0069112
80,0.068497,0.073546,0.5258,0.66829,0.60067,0.26096,0.06297,0.086746,0.0068716,0.0068716,0.0068716
81,0.065986,0.06717,0.3778,0.6878,0.44066,0.17845,0.07556,0.094231,0.006832,0.006832,0.006832
82,0.072772,0.074524,0.3778,0.6878,0.44066,0.17845,0.07556,0.094231,0.0067924,0.0067924,0.0067924
83,0.072289,0.077604,0.51343,0.64878,0.57652,0.21765,0.061337,0.09417,0.0067528,0.0067528,0.0067528
84,0.061677,0.064116,0.51343,0.64878,0.57652,0.21765,0.061337,0.09417,0.0067132,0.0067132,0.0067132
85,0.063256,0.06883,0.38468,0.67805,0.4534,0.18436,0.064184,0.088699,0.0066736,0.0066736,0.0066736
86,0.063515,0.06856,0.38468,0.67805,0.4534,0.18436,0.064184,0.088699,0.006634,0.006634,0.006634
87,0.065341,0.071486,0.49312,0.70709,0.58101,0.22144,0.066537,0.089966,0.0065944,0.0065944,0.0065944
88,0.067343,0.067957,0.49312,0.70709,0.58101,0.22144,0.066537,0.089966,0.0065548,0.0065548,0.0065548
89,0.065971,0.07699,0.43421,0.68293,0.50877,0.23207,0.064644,0.092064,0.0065152,0.0065152,0.0065152
90,0.061107,0.076103,0.43421,0.68293,0.50877,0.23207,0.064644,0.092064,0.0064756,0.0064756,0.0064756
91,0.060666,0.063588,0.52096,0.6878,0.61369,0.26827,0.064296,0.088821,0.006436,0.006436,0.006436
92,0.065821,0.06469,0.52096,0.6878,0.61369,0.26827,0.064296,0.088821,0.0063964,0.0063964,0.0063964
93,0.066644,0.069042,0.55014,0.70732,0.64167,0.30901,0.059985,0.086861,0.0063568,0.0063568,0.0063568
94,0.060498,0.060237,0.55014,0.70732,0.64167,0.30901,0.059985,0.086861,0.0063172,0.0063172,0.0063172
95,0.05989,0.08122,0.57951,0.70589,0.65059,0.28956,0.063024,0.091339,0.0062776,0.0062776,0.0062776
96,0.063996,0.063064,0.57951,0.70589,0.65059,0.28956,0.063024,0.091339,0.006238,0.006238,0.006238
97,0.059884,0.068906,0.44959,0.69268,0.55371,0.24821,0.060722,0.087059,0.0061984,0.0061984,0.0061984
98,0.060467,0.059456,0.44959,0.69268,0.55371,0.24821,0.060722,0.087059,0.0061588,0.0061588,0.0061588
99,0.062505,0.071099,0.80386,0.74634,0.81125,0.39977,0.057582,0.085617,0.0061192,0.0061192,0.0061192
100,0.059986,0.056624,0.80386,0.74634,0.81125,0.39977,0.057582,0.085617,0.0060796,0.0060796,0.0060796
101,0.059382,0.058328,0.53789,0.73246,0.63904,0.30448,0.06109,0.086426,0.00604,0.00604,0.00604
102,0.060114,0.056382,0.53789,0.73246,0.63904,0.30448,0.06109,0.086426,0.0060004,0.0060004,0.0060004
103,0.063305,0.055794,0.70797,0.72683,0.7443,0.32024,0.057751,0.084564,0.0059608,0.0059608,0.0059608
104,0.059514,0.065654,0.70797,0.72683,0.7443,0.32024,0.057751,0.084564,0.0059212,0.0059212,0.0059212
105,0.057357,0.052668,0.6244,0.6878,0.70312,0.35939,0.060693,0.084244,0.0058816,0.0058816,0.0058816
106,0.063945,0.063312,0.6244,0.6878,0.70312,0.35939,0.060693,0.084244,0.005842,0.005842,0.005842
107,0.062789,0.061751,0.75933,0.7561,0.79774,0.3703,0.0559,0.084793,0.0058024,0.0058024,0.0058024
108,0.057544,0.059529,0.75933,0.7561,0.79774,0.3703,0.0559,0.084793,0.0057628,0.0057628,0.0057628
109,0.056994,0.067346,0.65911,0.77561,0.76209,0.31221,0.059345,0.086792,0.0057232,0.0057232,0.0057232
110,0.058555,0.063202,0.65911,0.77561,0.76209,0.31221,0.059345,0.086792,0.0056836,0.0056836,0.0056836
111,0.058882,0.063095,0.72824,0.79738,0.81503,0.33326,0.057322,0.08667,0.005644,0.005644,0.005644
112,0.06016,0.067547,0.72824,0.79738,0.81503,0.33326,0.057322,0.08667,0.0056044,0.0056044,0.0056044
113,0.058442,0.056771,0.65867,0.76585,0.76178,0.40152,0.05758,0.083817,0.0055648,0.0055648,0.0055648
114,0.057222,0.069142,0.65867,0.76585,0.76178,0.40152,0.05758,0.083817,0.0055252,0.0055252,0.0055252
115,0.055223,0.062517,0.82434,0.78049,0.81563,0.37193,0.056607,0.084938,0.0054856,0.0054856,0.0054856
116,0.053078,0.059552,0.82434,0.78049,0.81563,0.37193,0.056607,0.084938,0.005446,0.005446,0.005446
117,0.059312,0.060438,0.64909,0.78537,0.75122,0.39412,0.055787,0.084419,0.0054064,0.0054064,0.0054064
118,0.057956,0.063066,0.64909,0.78537,0.75122,0.39412,0.055787,0.084419,0.0053668,0.0053668,0.0053668
119,0.057383,0.067727,0.86958,0.78061,0.87387,0.39277,0.055576,0.084473,0.0053272,0.0053272,0.0053272
120,0.055045,0.068951,0.86958,0.78061,0.87387,0.39277,0.055576,0.084473,0.0052876,0.0052876,0.0052876
121,0.057791,0.071243,0.70579,0.76065,0.78507,0.40118,0.054543,0.083946,0.005248,0.005248,0.005248
122,0.054149,0.070373,0.70579,0.76065,0.78507,0.40118,0.054543,0.083946,0.0052084,0.0052084,0.0052084
123,0.055087,0.067341,0.83664,0.79946,0.87143,0.4193,0.055214,0.083725,0.0051688,0.0051688,0.0051688
124,0.056917,0.057331,0.83664,0.79946,0.87143,0.4193,0.055214,0.083725,0.0051292,0.0051292,0.0051292
125,0.055659,0.059853,0.77247,0.79492,0.84644,0.43709,0.053387,0.082382,0.0050896,0.0050896,0.0050896
126,0.051834,0.059152,0.77247,0.79492,0.84644,0.43709,0.053387,0.082382,0.00505,0.00505,0.00505
127,0.052064,0.054627,0.86722,0.79651,0.88021,0.45393,0.053471,0.08223,0.0050104,0.0050104,0.0050104
128,0.051895,0.057447,0.86722,0.79651,0.88021,0.45393,0.053471,0.08223,0.0049708,0.0049708,0.0049708
129,0.055674,0.059427,0.68779,0.77073,0.80317,0.42446,0.054834,0.082657,0.0049312,0.0049312,0.0049312
130,0.055664,0.071659,0.68779,0.77073,0.80317,0.42446,0.054834,0.082657,0.0048916,0.0048916,0.0048916
131,0.056068,0.066723,0.8839,0.80488,0.88221,0.46445,0.050319,0.081093,0.004852,0.004852,0.004852
132,0.050746,0.069938,0.8839,0.80488,0.88221,0.46445,0.050319,0.081093,0.0048124,0.0048124,0.0048124
133,0.050171,0.055379,0.75475,0.76098,0.82284,0.41433,0.053787,0.082275,0.0047728,0.0047728,0.0047728
134,0.052988,0.061403,0.75475,0.76098,0.82284,0.41433,0.053787,0.082275,0.0047332,0.0047332,0.0047332
135,0.054,0.064634,0.91219,0.81077,0.88896,0.47853,0.050495,0.080856,0.0046936,0.0046936,0.0046936
136,0.054597,0.061939,0.91219,0.81077,0.88896,0.47853,0.050495,0.080856,0.004654,0.004654,0.004654
137,0.049829,0.071074,0.73469,0.77561,0.8044,0.41993,0.052603,0.082367,0.0046144,0.0046144,0.0046144
138,0.053799,0.056409,0.73469,0.77561,0.8044,0.41993,0.052603,0.082367,0.0045748,0.0045748,0.0045748
139,0.053636,0.059883,0.88834,0.81496,0.88004,0.46068,0.050394,0.080811,0.0045352,0.0045352,0.0045352
140,0.052757,0.066022,0.88834,0.81496,0.88004,0.46068,0.050394,0.080811,0.0044956,0.0044956,0.0044956
141,0.053315,0.052466,0.86455,0.79512,0.87199,0.46216,0.050752,0.080597,0.004456,0.004456,0.004456
142,0.049105,0.058136,0.86455,0.79512,0.87199,0.46216,0.050752,0.080597,0.0044164,0.0044164,0.0044164
143,0.049457,0.061871,0.90547,0.81463,0.89944,0.46362,0.05108,0.080505,0.0043768,0.0043768,0.0043768
144,0.051862,0.062883,0.90547,0.81463,0.89944,0.46362,0.05108,0.080505,0.0043372,0.0043372,0.0043372
145,0.049933,0.065602,0.87858,0.81183,0.89034,0.50377,0.048665,0.079536,0.0042976,0.0042976,0.0042976
146,0.047099,0.063634,0.87858,0.81183,0.89034,0.50377,0.048665,0.079536,0.004258,0.004258,0.004258
147,0.048138,0.067585,0.92495,0.8,0.90354,0.47931,0.051583,0.081039,0.0042184,0.0042184,0.0042184
148,0.052114,0.058813,0.92495,0.8,0.90354,0.47931,0.051583,0.081039,0.0041788,0.0041788,0.0041788
149,0.053356,0.068546,0.86922,0.81053,0.89394,0.49804,0.047985,0.079117,0.0041392,0.0041392,0.0041392
150,0.048383,0.055225,0.86922,0.81053,0.89394,0.49804,0.047985,0.079117,0.0040996,0.0040996,0.0040996
151,0.048087,0.042386,0.89054,0.79372,0.89705,0.45299,0.050305,0.080482,0.00406,0.00406,0.00406
152,0.051672,0.063519,0.89054,0.79372,0.89705,0.45299,0.050305,0.080482,0.0040204,0.0040204,0.0040204
153,0.048161,0.055664,0.87602,0.79274,0.89815,0.51099,0.048119,0.079285,0.0039808,0.0039808,0.0039808
154,0.051354,0.073928,0.87602,0.79274,0.89815,0.51099,0.048119,0.079285,0.0039412,0.0039412,0.0039412
155,0.050012,0.068939,0.91304,0.82439,0.90603,0.52838,0.046795,0.078583,0.0039016,0.0039016,0.0039016
156,0.044531,0.061404,0.91304,0.82439,0.90603,0.52838,0.046795,0.078583,0.003862,0.003862,0.003862
157,0.047326,0.06114,0.87124,0.79216,0.9103,0.5002,0.050527,0.080116,0.0038224,0.0038224,0.0038224
158,0.050789,0.062247,0.87124,0.79216,0.9103,0.5002,0.050527,0.080116,0.0037828,0.0037828,0.0037828
159,0.048409,0.061227,0.89067,0.8345,0.90853,0.5493,0.045017,0.077454,0.0037432,0.0037432,0.0037432
160,0.045301,0.054628,0.89067,0.8345,0.90853,0.5493,0.045017,0.077454,0.0037036,0.0037036,0.0037036
161,0.043805,0.052979,0.86257,0.79605,0.8895,0.51045,0.04793,0.078659,0.003664,0.003664,0.003664
162,0.047555,0.054538,0.86257,0.79605,0.8895,0.51045,0.04793,0.078659,0.0036244,0.0036244,0.0036244
163,0.04801,0.056484,0.92777,0.81458,0.90159,0.49272,0.048359,0.079109,0.0035848,0.0035848,0.0035848
164,0.049845,0.054911,0.92777,0.81458,0.90159,0.49272,0.048359,0.079109,0.0035452,0.0035452,0.0035452
165,0.049289,0.055657,0.91325,0.82165,0.91418,0.55549,0.045443,0.077888,0.0035056,0.0035056,0.0035056
166,0.045743,0.051488,0.91325,0.82165,0.91418,0.55549,0.045443,0.077888,0.003466,0.003466,0.003466
167,0.045284,0.060288,0.94053,0.81463,0.90978,0.52554,0.048272,0.078674,0.0034264,0.0034264,0.0034264
168,0.05226,0.054191,0.94053,0.81463,0.90978,0.52554,0.048272,0.078674,0.0033868,0.0033868,0.0033868
169,0.0451,0.050329,0.92014,0.82439,0.91779,0.54695,0.045233,0.077507,0.0033472,0.0033472,0.0033472
170,0.043921,0.052362,0.92014,0.82439,0.91779,0.54695,0.045233,0.077507,0.0033076,0.0033076,0.0033076
171,0.046077,0.058799,0.92515,0.80976,0.91091,0.5308,0.046795,0.078476,0.003268,0.003268,0.003268
172,0.04825,0.061914,0.92515,0.80976,0.91091,0.5308,0.046795,0.078476,0.0032284,0.0032284,0.0032284
173,0.043912,0.055688,0.93827,0.81566,0.91754,0.54208,0.046296,0.078629,0.0031888,0.0031888,0.0031888
174,0.044619,0.054001,0.93827,0.81566,0.91754,0.54208,0.046296,0.078629,0.0031492,0.0031492,0.0031492
175,0.04638,0.052756,0.91392,0.81463,0.91191,0.536,0.045409,0.077332,0.0031096,0.0031096,0.0031096
176,0.045282,0.056721,0.91392,0.81463,0.91191,0.536,0.045409,0.077332,0.00307,0.00307,0.00307
177,0.044495,0.057372,0.9204,0.82439,0.92162,0.53937,0.046831,0.078255,0.0030304,0.0030304,0.0030304
178,0.045378,0.050347,0.9204,0.82439,0.92162,0.53937,0.046831,0.078255,0.0029908,0.0029908,0.0029908
179,0.044369,0.047855,0.91726,0.81118,0.91433,0.54673,0.044735,0.077225,0.0029512,0.0029512,0.0029512
180,0.044339,0.064828,0.91726,0.81118,0.91433,0.54673,0.044735,0.077225,0.0029116,0.0029116,0.0029116
181,0.04392,0.05654,0.9042,0.82871,0.91539,0.54693,0.046401,0.077568,0.002872,0.002872,0.002872
182,0.041368,0.045869,0.9042,0.82871,0.91539,0.54693,0.046401,0.077568,0.0028324,0.0028324,0.0028324
183,0.046884,0.061301,0.9253,0.84595,0.91975,0.55636,0.04414,0.07724,0.0027928,0.0027928,0.0027928
184,0.045574,0.060229,0.9253,0.84595,0.91975,0.55636,0.04414,0.07724,0.0027532,0.0027532,0.0027532
185,0.046106,0.065169,0.90057,0.8395,0.91859,0.54181,0.04608,0.078018,0.0027136,0.0027136,0.0027136
186,0.046432,0.06007,0.90057,0.8395,0.91859,0.54181,0.04608,0.078018,0.002674,0.002674,0.002674
187,0.047603,0.062367,0.92424,0.83317,0.91769,0.551,0.0435,0.076889,0.0026344,0.0026344,0.0026344
188,0.041352,0.051517,0.92424,0.83317,0.91769,0.551,0.0435,0.076889,0.0025948,0.0025948,0.0025948
189,0.044184,0.048559,0.90592,0.83902,0.92485,0.54522,0.045656,0.077759,0.0025552,0.0025552,0.0025552
190,0.044582,0.053816,0.90592,0.83902,0.92485,0.54522,0.045656,0.077759,0.0025156,0.0025156,0.0025156
191,0.042538,0.060129,0.94487,0.83603,0.92997,0.57194,0.043794,0.076904,0.002476,0.002476,0.002476
192,0.041391,0.055479,0.94487,0.83603,0.92997,0.57194,0.043794,0.076904,0.0024364,0.0024364,0.0024364
193,0.040517,0.059525,0.9417,0.83415,0.93265,0.58707,0.043128,0.076714,0.0023968,0.0023968,0.0023968
194,0.042469,0.058048,0.9417,0.83415,0.93265,0.58707,0.043128,0.076714,0.0023572,0.0023572,0.0023572
195,0.044772,0.05978,0.93905,0.82669,0.92651,0.58709,0.042264,0.075905,0.0023176,0.0023176,0.0023176
196,0.040935,0.054884,0.93905,0.82669,0.92651,0.58709,0.042264,0.075905,0.002278,0.002278,0.002278
197,0.039428,0.050735,0.93043,0.83415,0.93133,0.58454,0.042612,0.076233,0.0022384,0.0022384,0.0022384
198,0.043683,0.060511,0.93043,0.83415,0.93133,0.58454,0.042612,0.076233,0.0021988,0.0021988,0.0021988
199,0.042772,0.055477,0.93359,0.82287,0.92484,0.57212,0.043607,0.076355,0.0021592,0.0021592,0.0021592
200,0.038763,0.048947,0.93359,0.82287,0.92484,0.57212,0.043607,0.076355,0.0021196,0.0021196,0.0021196
201,0.041519,0.052589,0.93917,0.82847,0.92294,0.57832,0.04275,0.075951,0.00208,0.00208,0.00208
202,0.040532,0.059693,0.93917,0.82847,0.92294,0.57832,0.04275,0.075951,0.0020404,0.0020404,0.0020404
203,0.044413,0.052385,0.92396,0.82983,0.92879,0.57132,0.043803,0.076294,0.0020008,0.0020008,0.0020008
204,0.041539,0.049868,0.92396,0.82983,0.92879,0.57132,0.043803,0.076294,0.0019612,0.0019612,0.0019612
205,0.042343,0.061991,0.95497,0.83902,0.93572,0.58574,0.042297,0.075851,0.0019216,0.0019216,0.0019216
206,0.040459,0.051633,0.95497,0.83902,0.93572,0.58574,0.042297,0.075851,0.001882,0.001882,0.001882
207,0.043792,0.066684,0.94037,0.82927,0.93242,0.58571,0.042382,0.076111,0.0018424,0.0018424,0.0018424
208,0.041435,0.054622,0.94037,0.82927,0.93242,0.58571,0.042382,0.076111,0.0018028,0.0018028,0.0018028
209,0.04082,0.061091,0.92316,0.8439,0.93092,0.58941,0.042398,0.075836,0.0017632,0.0017632,0.0017632
210,0.043308,0.051799,0.92316,0.8439,0.93092,0.58941,0.042398,0.075836,0.0017236,0.0017236,0.0017236
211,0.038748,0.05317,0.94232,0.83415,0.93308,0.59073,0.041968,0.075943,0.001684,0.001684,0.001684
212,0.039456,0.050484,0.94232,0.83415,0.93308,0.59073,0.041968,0.075943,0.0016444,0.0016444,0.0016444
213,0.039367,0.05103,0.9374,0.82927,0.93257,0.59527,0.041426,0.075729,0.0016048,0.0016048,0.0016048
214,0.039141,0.057418,0.9374,0.82927,0.93257,0.59527,0.041426,0.075729,0.0015652,0.0015652,0.0015652
215,0.040009,0.045379,0.92845,0.82288,0.9274,0.5926,0.041528,0.075783,0.0015256,0.0015256,0.0015256
216,0.039213,0.050722,0.92845,0.82288,0.9274,0.5926,0.041528,0.075783,0.001486,0.001486,0.001486
217,0.039713,0.051658,0.93394,0.82752,0.93189,0.58018,0.041709,0.075897,0.0014464,0.0014464,0.0014464
218,0.038632,0.051773,0.93394,0.82752,0.93189,0.58018,0.041709,0.075897,0.0014068,0.0014068,0.0014068
219,0.038876,0.039287,0.93469,0.81463,0.92493,0.58674,0.041644,0.07592,0.0013672,0.0013672,0.0013672
220,0.03973,0.050731,0.93469,0.81463,0.92493,0.58674,0.041644,0.07592,0.0013276,0.0013276,0.0013276
221,0.038948,0.062068,0.93396,0.82784,0.92535,0.58965,0.041339,0.075668,0.001288,0.001288,0.001288
222,0.037753,0.056996,0.93396,0.82784,0.92535,0.58965,0.041339,0.075668,0.0012484,0.0012484,0.0012484
223,0.040307,0.051622,0.93274,0.82927,0.92464,0.5869,0.041539,0.075523,0.0012088,0.0012088,0.0012088
224,0.036388,0.05048,0.93274,0.82927,0.92464,0.5869,0.041539,0.075523,0.0011692,0.0011692,0.0011692
225,0.041787,0.056165,0.93387,0.82666,0.92762,0.59027,0.041275,0.075279,0.0011296,0.0011296,0.0011296
226,0.035893,0.053888,0.93387,0.82666,0.92762,0.59027,0.041275,0.075279,0.00109,0.00109,0.00109
227,0.037654,0.054975,0.93347,0.82132,0.92533,0.58962,0.041147,0.075142,0.0010504,0.0010504,0.0010504
228,0.03945,0.053539,0.93347,0.82132,0.92533,0.58962,0.041147,0.075142,0.0010108,0.0010108,0.0010108
229,0.038642,0.054875,0.9393,0.83028,0.93254,0.59093,0.041202,0.075165,0.0009712,0.0009712,0.0009712
230,0.041834,0.055799,0.9393,0.83028,0.93254,0.59093,0.041202,0.075165,0.0009316,0.0009316,0.0009316
231,0.039867,0.04971,0.93936,0.83127,0.92975,0.59676,0.040977,0.074928,0.000892,0.000892,0.000892
